,Unnamed: 0,image,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,idefics_caption,idefics_answer
11,34,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=302x302 at 0x7FABCC50A020>,Identify the question that Chase's experiment can best answer.,"['Do cardinals eat more seeds per visit from feeders containing sunflower seeds compared to feeders containing flax seeds?', 'Do cardinals visit feeders containing sunflower seeds more often than feeders containing flax seeds?']",1,"The passage below describes an experiment. Read the passage and then follow the instructions below.

Chase set up five pairs of platform bird feeders around his yard. He filled one feeder in each pair with sunflower seeds and the other feeder with flax seeds. For one week, Chase watched cardinals visiting the feeders during the same hour each morning. During his observations, Chase counted the number of visits by cardinals to feeders with sunflower seeds and the number of visits by cardinals to feeders with flax seeds.
Figure: a cardinal visiting a platform feeder with sunflower seeds.",closed choice,grade8,natural science,science-and-engineering-practices,Designing experiments,Identify the experimental question,"Experiments can be designed to answer specific questions. How can you identify the questions that a certain experiment can answer? In order to do this, you need to figure out what was tested and what was measured during the experiment.
Imagine an experiment with two groups of daffodil plants. One group of plants was grown in sandy soil, and the other was grown in clay soil. Then, the height of each plant was measured.
First, identify the part of the experiment that was tested. The part of an experiment that is tested usually involves the part of the experimental setup that is different or changed. In the experiment described above, each group of plants was grown in a different type of soil. So, the effect of growing plants in different soil types was tested.
Then, identify the part of the experiment that was measured. The part of the experiment that is measured may include measurements and calculations. In the experiment described above, the heights of the plants in each group were measured.
Experiments can answer questions about how the part of the experiment that is tested affects the part that is measured. So, the experiment described above can answer questions about how soil type affects plant height.
Examples of questions that this experiment can answer include:
Does soil type affect the height of daffodil plants?
Do daffodil plants in sandy soil grow taller than daffodil plants in clay soil?
Are daffodil plants grown in sandy soil shorter than daffodil plants grown in clay soil?",,In this image I can see a bird which is in red and black color and the bird is on the chain which is in black color.,"User:IdentifythequestionthatChase'sexperimentcanbestanswer.A)Docardinalseatmoreseedspervisitfromfeederscontainingsunflowerseedscomparedtofeederscontainingflaxseeds?B)Docardinalsvisitfeederscontainingsunflowerseedsmoreoftenthanfeederscontainingflaxseeds?Theimagehasbeendescribedas:InthisimageIcanseeabirdwhichisinredandblackcolorandthebirdisonthechainwhichisinblackcolor.Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA)orB)asyourfirstword. 
Assistant: The question that Chase's experiment can best answer is B) Do cardinals visit feeders containing sunflower seeds more often than feeders containing flax seeds? The image has been described as a bird in red and black color sitting on a chain in black color. Let's think step by step and explain your reasoning!"
12,35,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=188x200 at 0x7FABCC5095A0>,Which material is this path made of?,"['plastic', 'brick']",1,,closed choice,grade2,natural science,physics,Materials,Identify materials in objects,"A material is a type of matter. Wood, glass, metal, and plastic are common materials.","Look at the picture of the path.
The path is made of bricks.",A brick road,"User:Whichmaterialisthispathmadeof?A)plasticB)brickTheimagehasbeendescribedas:AbrickroadLet'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA)orB)asyourfirstword. 
Assistant: The answer is brick. The image has been described as a brick road, which means it is made of bricks. Bricks are a common material used for constructing roads and paths. Therefore, the path in the image is made of brick."
13,36,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=162x162 at 0x7FABCC5090F0>,Select the bird below.,"['cane toad', 'ostrich']",1,"Birds have feathers, two wings, and a beak. A robin is an example of a bird.",closed choice,grade3,natural science,biology,Classification,"Identify mammals, birds, fish, reptiles, and amphibians","Birds, mammals, fish, reptiles, and amphibians are groups of animals. The animals in each group have traits in common.
Scientists sort animals into groups based on traits they have in common. This process is called classification.","An ostrich is a bird. It has feathers, two wings, and a beak.
The ostrich is the largest bird alive today. Ostriches cannot fly, but they can run very fast.
A cane toad is an amphibian. It has moist skin and begins its life in water.
Toads do not have teeth! They swallow their food whole.",American Robin,"User:Selectthebirdbelow.A)canetoadB)ostrichTheimagehasbeendescribedas:AmericanRobinLet'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA)orB)asyourfirstword. 
Assistant: The answer is A) canetoad. The image has been described as an American Robin, which is a type of bird. Therefore, the correct answer is A) canetoad."
14,39,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=556x208 at 0x7FABCC509F30>,Which property do these three objects have in common?,"['blue', 'hard', 'sticky']",0,Select the best answer.,closed choice,grade3,natural science,physics,Materials,Compare properties of objects,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells. Properties can also tell you how an object will behave when something happens to it.
Different objects can have properties in common. You can use these properties to put objects into groups.","Look at each object.
For each object, decide if it has that property.
A sticky object can attach or stick to other things. The toothpaste is sticky, but the soccer shorts and the water slide are not.
Blue is a color.
This color is blue. All three objects are blue.
A hard object does not change shape when pressed or squeezed. The water slide is hard, but the toothpaste and the soccer shorts are not.
The property that all three objects have in common is blue.","A set of three images showing a soccer shoe, a toothbrush, and a pair of shorts.","User:Whichpropertydothesethreeobjectshaveincommon?A)blueB)hardC)stickyTheimagehasbeendescribedas:Asetofthreeimagesshowingasoccershoe,atoothbrush,andapairofshorts.Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA),B)orC)asyourfirstword. 
Assistant: The answer is C) sticky. 
Explanation: The three objects are a soccer shoe, a toothbrush, and a pair of shorts. None of them are blue or hard, but they all have the property of being sticky."
15,43,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=750x429 at 0x7FABCC509690>,What is the capital of Mississippi?,"['Detroit', 'Jackson', 'Biloxi', 'Topeka']",1,,closed choice,grade4,social science,geography,State capitals,Identify state capitals of the Southeast,,Jackson is the capital of Mississippi.,"United States Senate election in Mississippi, 2008","User:WhatisthecapitalofMississippi?A)DetroitB)JacksonC)BiloxiD)TopekaTheimagehasbeendescribedas:UnitedStatesSenateelectioninMississippi,2008Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA),B),C)orD)asyourfirstword. 
Assistant: The answer is B) Jackson. The image is about the United States Senate election in Mississippi in 2008, and Jackson is the capital of Mississippi."
16,45,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=172x208 at 0x7FABCC509450>,Which property matches this object?,"['stretchy', 'blue']",0,Select the better answer.,closed choice,grade2,natural science,physics,Materials,Identify properties of an object,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells.","Look at the object.
Think about each property.
Blue is a color.
This color is blue. The melted marshmallow is not blue.
A stretchy object gets longer when you pull on it. The melted marshmallow is stretchy.",A marshmallow is toasted over a campfire.,"User:Whichpropertymatchesthisobject?A)stretchyB)blueTheimagehasbeendescribedas:Amarshmallowistoastedoveracampfire.Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA)orB)asyourfirstword. 
Assistant: The answer is B) blue."
17,49,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=202x202 at 0x7FABCC50AE30>,Is Rafflesia arnoldii made up of many cells?,"['yes', 'no']",0,"This organism is Rafflesia arnoldii. It is a member of the plant kingdom.
Rafflesia arnoldii has the largest flowers in the world. A single flower can be three feet wide! R. arnoldii is commonly called a corpse flower because the flower smells like rotting meat.",yes or no,grade4,natural science,biology,Classification,"Describe, classify, and compare kingdoms","In the past, scientists classified living organisms into two groups: plants and animals. Over the past 300 years, scientists have discovered many more types of organisms. Today, many scientists classify organisms into six broad groups, called kingdoms.
Organisms in each kingdom have specific traits. The table below shows some traits used to describe each kingdom.
 | Bacteria | Archaea | Protists | Fungi | Animals | Plants
How many cells do they have? | one | one | one or many | one or many | many | many
Do their cells have a nucleus? | no | no | yes | yes | yes | yes
Can their cells make food? | some species can | some species can | some species can | no | no | yes",Rafflesia arnoldii is a plant. Plants are made up of many cells.,"Rafflesia arnoldii, the world's largest flower","User:IsRafflesiaarnoldiimadeupofmanycells?A)yesB)noTheimagehasbeendescribedas:Rafflesiaarnoldii,theworld'slargestflowerLet'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA)orB)asyourfirstword. 
Assistant: The answer is A) yes. Rafflesia arnoldii is made up of many cells. The image has been described as Rafflesia arnoldii, the world's largest flower. Let's think step by step and explain your reasoning!"
18,50,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=244x241 at 0x7FABCC50A230>,What is the expected ratio of offspring with smooth fruit to offspring with fuzzy fruit? Choose the most likely ratio.,"['3:1', '2:2', '1:3', '4:0', '0:4']",3,"In a group of tomato plants, some individuals have smooth fruit and others have fuzzy fruit. In this group, the gene for the fruit texture trait has two alleles. The allele for smooth fruit (F) is dominant over the allele for fuzzy fruit (f).
This Punnett square shows a cross between two tomato plants.",closed choice,grade8,natural science,biology,Genes to traits,Use Punnett squares to calculate ratios of offspring types,"Offspring phenotypes: dominant or recessive?
How do you determine an organism's phenotype for a trait? Look at the combination of alleles in the organism's genotype for the gene that affects that trait. Some alleles have types called dominant and recessive. These two types can cause different versions of the trait to appear as the organism's phenotype.
If an organism's genotype has at least one dominant allele for a gene, the organism's phenotype will be the dominant allele's version of the gene's trait.
If an organism's genotype has only recessive alleles for a gene, the organism's phenotype will be the recessive allele's version of the gene's trait.
A Punnett square shows what types of offspring a cross can produce. The expected ratio of offspring types compares how often the cross produces each type of offspring, on average. To write this ratio, count the number of boxes in the Punnett square representing each type.
For example, consider the Punnett square below.
 | F | f
F | FF | Ff
f | Ff | ff
There is 1 box with the genotype FF and 2 boxes with the genotype Ff. So, the expected ratio of offspring with the genotype FF to those with Ff is 1:2.
","To determine how many boxes in the Punnett square represent offspring with smooth fruit or fuzzy fruit, consider whether each phenotype is the dominant or recessive allele's version of the fruit texture trait. The question tells you that the F allele, which is for smooth fruit, is dominant over the f allele, which is for fuzzy fruit.
Smooth fruit is the dominant allele's version of the fruit texture trait. A tomato plant with the dominant version of the fruit texture trait must have at least one dominant allele for the fruit texture gene. So, offspring with smooth fruit must have the genotype FF or Ff.
All 4 boxes in the Punnett square have the genotype FF or Ff.
Fuzzy fruit is the recessive allele's version of the fruit texture trait. A tomato plant with the recessive version of the fruit texture trait must have only recessive alleles for the fruit texture gene. So, offspring with fuzzy fruit must have the genotype ff.
There are 0 boxes in the Punnett square with the genotype ff.
So, the expected ratio of offspring with smooth fruit to offspring with fuzzy fruit is 4:0. This means that, based on the Punnett square, this cross will always produce offspring with smooth fruit. This cross is expected to never produce offspring with fuzzy fruit.",The four possible combinations of the two bits in the two-bit Gray code.,"User:Whatistheexpectedratioofoffspringwithsmoothfruittooffspringwithfuzzyfruit?Choosethemostlikelyratio.A)3:1B)2:2C)1:3D)4:0E)0:4Theimagehasbeendescribedas:Thefourpossiblecombinationsofthetwobitsinthetwo-bitGraycode.Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA),B),C),D)orE)asyourfirstword. 
Assistant: The answer is B) 2:2. The expected ratio of offspring with smooth fruit to offspring with fuzzy fruit is 2:2. This is because the two-bit Gray code has four possible combinations, and each combination has two bits. Each bit can be either 0 or 1, so there are four possible combinations: 00, 01, 10, and 11. Each combination represents a different type of fruit, and the ratio of offspring with smooth fruit to offspring with fuzzy fruit is 2:2."
19,55,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=302x232 at 0x7FABCC50AE90>,Which of the following could Cooper's test show?,"['if at least 20% of the park would be shaded by trees in each design', 'which design would have the least traffic noise in the concert area', 'which design would have the greatest distance between the concert area and the road']",2,"People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design.
The passage below describes how the engineering-design process was used to test a solution to a problem. Read the passage. Then answer the question below.

Cooper was a landscape architect who was hired to design a new city park. The city council wanted the park to have space for outdoor concerts and to have at least 20% of the park shaded by trees. Cooper thought the concert area should be at least 150 meters from the road so traffic noise didn't interrupt the music. He developed three possible designs for the park with the concert area in a different location in each design. Then, he tested each design by measuring the distance between the road and the concert area.
Figure: studying an architect's design.",closed choice,grade8,natural science,science-and-engineering-practices,Engineering practices,Evaluate tests of engineering-design solutions,"People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design. How can you determine what a test can show? You need to figure out what was tested and what was measured.
Imagine an engineer needs to design a bridge for a windy location. She wants to make sure the bridge will not move too much in high wind. So, she builds a smaller prototype, or model, of a bridge. Then, she exposes the prototype to high winds and measures how much the bridge moves.
First, identify what was tested. A test can examine one design, or it may compare multiple prototypes to each other. In the test described above, the engineer tested a prototype of a bridge in high wind.
Then, identify what the test measured. One of the criteria for the bridge was that it not move too much in high winds. The test measured how much the prototype bridge moved.
Tests can show how well one or more designs meet the criteria. The test described above can show whether the bridge would move too much in high winds.",,A man in a pink shirt and glasses is working on a project at a table.,"User:WhichofthefollowingcouldCooper'stestshow?A)ifatleast20%oftheparkwouldbeshadedbytreesineachdesignB)whichdesignwouldhavetheleasttrafficnoiseintheconcertareaC)whichdesignwouldhavethegreatestdistancebetweentheconcertareaandtheroadTheimagehasbeendescribedas:Amaninapinkshirtandglassesisworkingonaprojectatatable.Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA),B)orC)asyourfirstword. 
Assistant: C) which design would have the greatest distance between the concert area and the road."
20,56,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=186x522 at 0x7FABCC50A740>,Will these magnets attract or repel each other?,"['repel', 'attract']",0,Two magnets are placed as shown.,closed choice,grade5,natural science,physics,Magnets,Identify magnets that attract or repel,"Magnets can pull or push on other magnets without touching them. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes are called magnetic forces.
Magnetic forces are strongest at the magnets' poles, or ends. Every magnet has two poles: a north pole (N) and a south pole (S).
Here are some examples of magnets. Their poles are shown in different colors and labeled.
Whether a magnet attracts or repels other magnets depends on the positions of its poles.
If opposite poles are closest to each other, the magnets attract. The magnets in the pair below attract.
If the same, or like, poles are closest to each other, the magnets repel. The magnets in both pairs below repel.","To predict if these magnets will attract or repel, look at which poles are closest to each other.
The south pole of one magnet is closest to the south pole of the other magnet. Like poles repel. So, these magnets will repel each other.",The two possible orientations of a magnetic dipole moment m in a magnetic field B. The torque t tends to align the dipole moment parallel to the magnetic field.,"User:Willthesemagnetsattractorrepeleachother?A)repelB)attractTheimagehasbeendescribedas:ThetwopossibleorientationsofamagneticdipolemomentminamagneticfieldB.Thetorquettendstoalignthedipolemomentparalleltothemagneticfield.Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA)orB)asyourfirstword. 
Assistant: The answer is B) attract. The reason is that the two possible orientations of a magnetic dipole moment in a magnetic field B tend to align the dipole moment parallel to the magnetic field. This torque tends to align the dipole moment parallel to the magnetic field. Therefore, the magnets will attract each other."
21,59,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=750x429 at 0x7FABCC50A050>,What is the capital of Connecticut?,"['Hartford', 'Annapolis', 'New Haven', 'Dover']",0,,closed choice,grade5,social science,geography,State capitals,Identify state capitals of the Northeast,,Hartford is the capital of Connecticut.,Natural distribution map for Acer saccharum,"User:WhatisthecapitalofConnecticut?A)HartfordB)AnnapolisC)NewHavenD)DoverTheimagehasbeendescribedas:NaturaldistributionmapforAcersaccharumLet'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA),B),C)orD)asyourfirstword. 
Assistant: The answer is A) Hartford. The reasoning is that Hartford is the capital of Connecticut, and the other options are not."
22,63,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=704x358 at 0x7FABCC50A470>,Which ocean is highlighted?,"['the Indian Ocean', 'the Atlantic Ocean', 'the Pacific Ocean', 'the Southern Ocean']",0,,closed choice,grade8,social science,geography,Physical Geography,Oceans and continents,"Oceans are huge bodies of salt water. The world has five oceans. All of the oceans are connected, making one world ocean.",This is the Indian Ocean.,Distribution of the Australian sea lion (Neophoca cinerea),"User:Whichoceanishighlighted?A)theIndianOceanB)theAtlanticOceanC)thePacificOceanD)theSouthernOceanTheimagehasbeendescribedas:DistributionoftheAustraliansealion(Neophocacinerea)Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA),B),C)orD)asyourfirstword. 
Assistant: The answer is D) the Southern Ocean. The reason is that the distribution of the Australian sea lion (Neophocacinerea) is described in the image, and the Southern Ocean is the only ocean that surrounds Australia."
23,64,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=312x237 at 0x7FABCC50ADD0>,Which statement describes the Yasuni National Park ecosystem?,"['It has mostly small plants.', 'It has many different types of organisms.', 'It has soil that is rich in nutrients.']",1,"Figure: Yasuni National Park.
The Amazon rain forest in South America is the largest rain forest ecosystem in the world. Ecuador's Yasuni National Park, which is in the Amazon rain forest, has many different species of plants, birds, and mammals.",closed choice,grade8,natural science,biology,Ecosystems,Describe ecosystems,"An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there","A tropical rain forest is a type of ecosystem. Tropical rain forests have the following features: year-round rain and warm temperatures, soil that is poor in nutrients, and many different types of organisms. So, the following statement describes the Yasuni National Park ecosystem: year-round rain and warm temperatures, soil that is poor in nutrients, and many different types of organisms. It has many different types of organisms. The following statements do not describe Yasuni National Park: year-round rain and warm temperatures, soil that is poor in nutrients, and many different types of organisms. It has mostly small plants. It has soil that is rich in nutrients.",Forest,"User:WhichstatementdescribestheYasuniNationalParkecosystem?A)Ithasmostlysmallplants.B)Ithasmanydifferenttypesoforganisms.C)Ithassoilthatisrichinnutrients.Theimagehasbeendescribedas:ForestLet'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA),B)orC)asyourfirstword. 
Assistant: The answer is B) It has many different types of organisms. 
Reason: The Yasuni National Park is a large ecosystem that contains many different types of organisms. The image shows a forest, which is a part of the ecosystem. The ecosystem is rich in biodiversity and has a variety of plants and animals."
24,69,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=162x162 at 0x7FABCC509F90>,Select the organism in the same species as the pink-backed pelican.,"['Balearica pavonina', 'Tyto alba', 'Pelecanus rufescens']",2,This organism is a pink-backed pelican. Its scientific name is Pelecanus rufescens.,closed choice,grade7,natural science,biology,Classification and scientific names,Use scientific names to classify organisms,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur.
","A pink-backed pelican's scientific name is Pelecanus rufescens.
Pelecanus rufescens has the same scientific name as a pink-backed pelican. So, these organisms are in the same species.
Balearica pavonina does not have the same scientific name as a pink-backed pelican. So, Pelecanus rufescens and Balearica pavonina are not in the same species.
Tyto alba does not have the same scientific name as a pink-backed pelican. So, Pelecanus rufescens and Tyto alba are not in the same species.",In this image I can see a bird which is in white and brown color in the water.,"User:Selecttheorganisminthesamespeciesasthepink-backedpelican.A)BalearicapavoninaB)TytoalbaC)PelecanusrufescensTheimagehasbeendescribedas:InthisimageIcanseeabirdwhichisinwhiteandbrowncolorinthewater.Let'sthinkstepbystepandexplainyourreasoning!
MakesuretostateeitherA),B)orC)asyourfirstword. 
Assistant: The answer is C) Pelecanus rufescens. 

Reasoning: The image description mentions a bird in white and brown color in the water, which matches the description of the pink-backed pelican. The pink-backed pelican is a species of pelican, and the other two options are not. Therefore, the correct answer is C) Pelecanus rufescens."
